geometry,geometry_vertex_count,SUB_REGION,STATE_NAME,SUB_REGION_ft_style,import_notes
"<Polygon><outerBoundaryIs><LinearRing><coordinates>-85.0700671082,31.9807030736,0 -85.1151502558,31.9074247501,0 -85.1355669345,31.8548844137,0 -85.1315611123,31.7838145657,0 -85.1301648712,31.7788536721,0 -85.1152869311,31.7315659572,0 -85.1186744235,31.7085715964,0 -85.1112049587,31.6842421103,0 -85.0592853057,31.6212651525,0 -85.0427213579,31.554389803,0 -85.0426984349,31.5196599289,0 -85.0663120282,31.4760895556,0 -85.0614062662,31.4406634415,0 -85.0879419916,31.3672341962,0 -85.08256319,31.3323344964,0 -85.0812280506,31.3030803697,0 -85.1033613685,31.2714361848,0 -85.0936032611,31.2270745,0 -85.1029571297,31.1969220463,0 -85.0933668734,31.1722112527,0 -85.0686625031,31.1623640897,0 -85.0380682272,31.1267131739,0 -85.0169956508,31.0801028338,0 -85.0016071976,31.0012534003,0 -85.485010205,31.00100184,0 -85.4865971253,31.0009980073,0 -86.0318217927,30.9933276011,0 -86.181476168,30.9952251256,0 -86.3839197436,30.9915383065,0 -86.7018524887,30.9980924099,0 -86.7793617052,30.9981918116,0 -87.1631175932,31.0031572312,0 -87.5985802563,31.0026307736,0 -87.589867229,30.9543610306,0 -87.6257115914,30.8769019952,0 -87.6159151546,30.8482964234,0 -87.5419001371,30.7856953415,0 -87.5266028694,30.7484916967,0 -87.4601404898,30.7058026369,0 -87.418894272,30.6928101859,0 -87.3986449175,30.6680153314,0 -87.393280967,30.620098264,0 -87.4220673639,30.5564936086,0 -87.4453529644,30.5313897036,0 -87.4188166507,30.4817007831,0 -87.4052508219,30.440360066,0 -87.4664403604,30.3597214407,0 -87.5875683537,30.3192543333,0 -87.5934048071,30.2784153722,0 -87.7953306245,30.2339316526,0 -88.002560504,30.2336042722,0 -87.7799417061,30.2726382606,0 -87.7575029474,30.2994222307,0 -87.9034657641,30.4212960935,0 -87.9133851541,30.6211844072,0 -88.0197888619,30.7441900319,0 -88.1356811752,30.337158557,0 -88.3203266416,30.4042935926,0 -88.4014151537,30.3935517804,0 -88.4172426281,30.7364571157,0 -88.4291990019,31.0006950877,0 -88.4345631161,31.1208794694,0 -88.4508031166,31.4356176907,0 -88.4650968414,31.7022450294,0 -88.4729519211,31.8888768167,0 -88.437724228,32.2277556144,0 -88.4257919971,32.3092243032,0 -88.3938325168,32.5804702261,0 -88.3480414662,32.9247582205,0 -88.3394663318,32.9874972114,0 -88.3048295832,33.288894347,0 -88.2745866911,33.538801465,0 -88.2481956052,33.7427263969,0 -88.2026446708,34.0591222846,0 -88.1993492427,34.0904480664,0 -88.16761332,34.3241474913,0 -88.1512564134,34.4652732358,0 -88.1364016236,34.5804972978,0 -88.0904686757,34.8956296637,0 -88.1088865143,34.8999364686,0 -88.1431049406,34.9303124573,0 -88.1939935776,35.004453644,0 -88.1949623814,35.0135438677,0 -87.9860782706,35.0160336385,0 -87.6078130632,35.0105466244,0 -87.222763929,35.0073462053,0 -87.2075884781,35.0079603909,0 -86.8334221243,34.998246056,0 -86.7823722148,34.9970753223,0 -86.3130526455,34.9952731532,0 -86.3035004132,34.9954638722,0 -85.869567558,34.9923845351,0 -85.6089602163,34.9901641616,0 -85.5830580356,34.8623226551,0 -85.5346925956,34.6224884026,0 -85.5258341312,34.5846856151,0 -85.5118559302,34.523014851,0 -85.4602859242,34.2901615301,0 -85.4165672299,34.086920358,0 -85.3957377906,33.9598292697,0 -85.3840109358,33.9054097875,0 -85.3352868511,33.6549230949,0 -85.3049800768,33.4905940311,0 -85.2938249845,33.4258757084,0 -85.2338462674,33.1292372606,0 -85.2335028922,33.1201394012,0 -85.1807197285,32.8718130183,0 -85.1623013378,32.8074457726,0 -85.1280898176,32.7770703815,0 -85.1333007048,32.7563151798,0 -85.124885125,32.7443832224,0 -85.1138678519,32.7343891188,0 -85.1077333042,32.6899723746,0 -85.0904749306,32.6761523261,0 -85.1038037188,32.6459103823,0 -85.0863240407,32.6284512648,0 -85.0841493949,32.6030043449,0 -85.0707744216,32.5812538388,0 -84.995652217,32.5189284791,0 -84.989815043,32.4548361837,0 -84.9653850519,32.4294501859,0 -84.9709618849,32.3968128125,0 -84.9844889642,32.3870933241,0 -84.9716635314,32.3715031963,0 -85.002089998,32.3470785227,0 -85.0053324511,32.3295925258,0 -84.9210709056,32.2931369847,0 -84.8946035026,32.2687353881,0 -84.8940158789,32.2591761299,0 -84.9053609609,32.249555776,0 -84.923679628,32.2473889996,0 -84.9160041261,32.2285563687,0 -84.9283716437,32.2179784388,0 -84.9757438026,32.2122487204,0 -84.9603852753,32.1919284376,0 -85.0078260926,32.1788785384,0 -85.0243823515,32.1662750781,0 -85.0533136579,32.1266376448,0 -85.0461872593,32.0908949914,0 -85.0566549357,32.0696439455,0 -85.0620107617,32.0500102921,0 -85.0567002478,32.0173765204,0 -85.0700671082,31.9807030736,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",143,E S Cen,Alabama,0,
